loss,penalty,learning_rate,alpha,max_iter,early_stopping,R_sq,RMSE
squared_epsilon_insensitive,elasticnet,invscaling,0.001,3000,True,0.499997811768676,78.5956244918848
squared_error,l1,adaptive,0.001,4000,True,0.499968131812168,78.5979571617763
squared_error,l2,adaptive,0.001,3500,False,0.499926359590928,78.6012400952234
squared_epsilon_insensitive,l2,invscaling,0.005,4000,True,0.499899491613322,78.6033516122304
squared_epsilon_insensitive,l1,invscaling,0.1,1500,False,0.499889417650137,78.6041432963713
squared_error,,invscaling,0.005,1500,False,0.499858391498596,78.6065815033641
squared_epsilon_insensitive,l1,invscaling,0.05,1500,False,0.499765694954384,78.613865661232
squared_error,elasticnet,adaptive,0.05,3000,False,0.499715405411641,78.6178171655174
squared_error,elasticnet,invscaling,0.0001,3000,False,0.499679443516071,78.6206427521491
squared_error,l1,adaptive,0.1,1000,True,0.499637991129645,78.6238996098989
squared_error,l1,adaptive,0.1,2000,True,0.499537285327017,78.6318113662031
squared_error,,adaptive,0.001,1000,True,0.499512520852374,78.6337568172356
squared_error,,invscaling,0.001,1500,False,0.49943587617382,78.6397775755414
squared_epsilon_insensitive,l2,invscaling,0.05,500,True,0.499337977411531,78.6474672601772
squared_epsilon_insensitive,l2,invscaling,0.005,5000,False,0.499266225815578,78.6531026777554
squared_error,,invscaling,0.05,3000,True,0.499252057846981,78.6542153916004
squared_error,l2,adaptive,0.05,5000,False,0.499149447518524,78.6622736588313
squared_error,l2,adaptive,0.05,1000,True,0.499052569179657,78.6698810198388
squared_error,elasticnet,adaptive,0.0001,1500,False,0.499035440478031,78.6712259727396
squared_error,l2,invscaling,0.01,3000,True,0.498913915184252,78.6807675300528
squared_error,elasticnet,adaptive,0.05,1500,False,0.498894175847782,78.682317254637
squared_epsilon_insensitive,elasticnet,invscaling,0.0005,4000,False,0.498825692677513,78.6876935945057
squared_error,l1,adaptive,0.005,1500,True,0.498823882171321,78.6878357251234
squared_error,,adaptive,0.01,1000,True,0.49872321911534,78.6957376981349
squared_error,l1,adaptive,0.0005,500,False,0.49855023224047,78.7093151826576
squared_epsilon_insensitive,elasticnet,invscaling,0.0001,2000,False,0.498474727129336,78.7152407332071
squared_error,,invscaling,0.001,1000,False,0.498469403238934,78.7156585289048
squared_error,l2,adaptive,0.05,1000,False,0.498369774451842,78.723476552575
squared_error,l1,adaptive,0.05,4000,True,0.498368838540244,78.7235499913119
squared_error,l1,adaptive,0.0001,3000,False,0.498347908858426,78.725192275318
squared_error,elasticnet,adaptive,0.1,1000,True,0.498343006597145,78.7255769348519
squared_error,elasticnet,adaptive,0.1,3000,False,0.498241304703886,78.7335566247328
squared_error,,invscaling,0.005,4500,True,0.498219694784007,78.7352520687255
squared_error,,invscaling,0.1,1500,True,0.498127638944765,78.7424740613324
squared_error,l2,adaptive,0.1,5000,True,0.498086924892196,78.745667961276
squared_error,elasticnet,adaptive,0.001,1000,False,0.498076616767469,78.7464765833658
squared_error,l1,adaptive,0.0001,4500,True,0.497996076296721,78.7527943044561
squared_error,,adaptive,0.0001,1000,True,0.497990842258724,78.7532048530831
squared_epsilon_insensitive,l1,invscaling,0.001,1500,False,0.497931534486803,78.7578566996662
squared_error,,adaptive,0.1,1000,True,0.497908558229368,78.7596587846531
squared_error,,invscaling,0.0001,1500,False,0.49789067021925,78.7610617572075
squared_epsilon_insensitive,l2,invscaling,0.05,3000,True,0.497848159602444,78.7643958024565
squared_epsilon_insensitive,l1,invscaling,0.001,1000,False,0.497784675832919,78.7693744785462
squared_error,,adaptive,0.05,2000,True,0.497776753049526,78.769995795938
squared_error,elasticnet,adaptive,0.1,2000,False,0.497742884377611,78.7726517763054
squared_error,elasticnet,adaptive,0.05,1000,False,0.497736193259419,78.7731764830259
squared_error,l1,adaptive,0.001,3500,True,0.497718618879923,78.7745546209378
epsilon_insensitive,,optimal,0.0005,3000,False,0.497673591748548,78.7780854234561
squared_error,elasticnet,adaptive,0.01,2500,True,0.49764869986611,78.7800372525028
squared_error,,adaptive,0.05,3000,True,0.497429448675203,78.7972271480358
squared_error,l2,adaptive,0.001,1500,False,0.49736548187108,78.8022416145684
squared_epsilon_insensitive,l2,invscaling,0.05,4000,True,0.497336300053266,78.8045291208965
epsilon_insensitive,l1,optimal,0.0001,1000,False,0.497324173576353,78.8054796724677
squared_epsilon_insensitive,l1,invscaling,0.001,2500,True,0.497320275954264,78.8057851908225
epsilon_insensitive,,optimal,0.0005,1000,False,0.497217423601702,78.813846930188
squared_epsilon_insensitive,l1,invscaling,0.005,5000,True,0.497146747437823,78.819386168105
squared_error,,adaptive,0.05,4000,True,0.497118793968386,78.821576911301
squared_error,,adaptive,0.05,500,True,0.497000853251845,78.8308193806442
squared_error,l1,adaptive,0.05,5000,True,0.496996980694065,78.8311228367408
squared_epsilon_insensitive,l2,invscaling,0.001,4000,False,0.49685597123481,78.8421716323139
squared_error,,invscaling,0.0005,2500,False,0.496724970024743,78.8524348443316
squared_error,l2,adaptive,0.005,5000,True,0.496700737750805,78.8543331610451
squared_error,elasticnet,adaptive,0.1,5000,False,0.496652220264586,78.8581338042337
squared_error,elasticnet,adaptive,0.1,5000,True,0.496550130298606,78.8661304780566
squared_error,elasticnet,adaptive,0.01,1000,True,0.496510785768139,78.8692121058796
squared_error,l2,invscaling,0.05,4500,False,0.496481834388608,78.8714796218513
squared_error,l2,adaptive,0.05,500,False,0.49640086273549,78.8778210984805
squared_error,l2,invscaling,0.0001,3500,False,0.496346303485694,78.8820937410183
squared_error,,adaptive,0.001,500,True,0.496180395391456,78.8950849097036
squared_error,l2,adaptive,0.1,4500,True,0.496123474492816,78.8995415170456
squared_error,l2,constant,0.05,3000,False,0.496028327724884,78.9069904471233
squared_epsilon_insensitive,l2,invscaling,0.1,3500,False,0.495994298583534,78.9096543784057
squared_epsilon_insensitive,l2,invscaling,0.001,3500,True,0.495956842619081,78.9125864705329
squared_epsilon_insensitive,elasticnet,invscaling,0.001,1500,False,0.49592121682339,78.9153751940454
squared_error,elasticnet,adaptive,0.1,3500,True,0.495747791492002,78.928949211256
squared_error,l1,adaptive,0.001,500,False,0.49574705065551,78.9290071915914
epsilon_insensitive,elasticnet,optimal,0.0001,3500,False,0.495717752736504,78.9313001103284
squared_error,elasticnet,adaptive,0.0001,1000,False,0.495591474001102,78.9411821961109
squared_error,elasticnet,adaptive,0.05,3500,False,0.495543592623968,78.9449288841873
epsilon_insensitive,l1,optimal,0.0005,2500,False,0.495475176250243,78.9502821144775
epsilon_insensitive,,optimal,0.001,2000,False,0.495463062939632,78.9512298810737
squared_error,l1,adaptive,0.0005,3500,True,0.495374823966246,78.958133509321
squared_error,l2,adaptive,0.1,2500,False,0.4950927158133,78.9802009982096
squared_epsilon_insensitive,l1,invscaling,0.05,2000,False,0.495077473552116,78.9813931257589
squared_error,l2,invscaling,0.05,2500,False,0.495042155468507,78.9841553541429
squared_error,elasticnet,adaptive,0.0005,4500,True,0.494972802103098,78.9895792018685
squared_error,l2,invscaling,0.01,1000,False,0.494956439518593,78.9908587994837
squared_epsilon_insensitive,l1,invscaling,0.01,3500,False,0.494883191095409,78.9965867668622
squared_error,elasticnet,adaptive,0.01,3000,True,0.494837422095149,79.000165654792
squared_error,,invscaling,0.01,1500,False,0.494832188943591,79.0005748485718
squared_error,,adaptive,0.0001,5000,True,0.494807840241872,79.0024787092419
squared_error,elasticnet,adaptive,0.05,4000,True,0.494722094428311,79.0091829348143
squared_error,,adaptive,0.005,2500,True,0.494677875661733,79.0126400542985
squared_error,l2,invscaling,0.1,500,True,0.494574143022894,79.0207495043641
squared_error,elasticnet,invscaling,0.001,1500,False,0.494547393380124,79.022840561662
squared_epsilon_insensitive,,invscaling,0.0005,3000,True,0.494517808233241,79.0251532098757
squared_error,elasticnet,adaptive,0.1,2500,False,0.494457924455596,79.0298340716652
squared_error,,invscaling,0.001,4500,True,0.494451381066886,79.0303455239021
squared_error,elasticnet,adaptive,0.05,5000,True,0.49443114294284,79.0319273796025
squared_error,elasticnet,adaptive,0.1,4500,False,0.494380361220744,79.0358964498303
epsilon_insensitive,l1,optimal,0.001,4500,True,0.49429489419227,79.04257605369
squared_error,,invscaling,0.005,4500,False,0.494244181085276,79.0465392271686
squared_error,l2,adaptive,0.1,4000,False,0.494057726981723,79.0611087021161
squared_error,,invscaling,0.1,3000,True,0.49400627280869,79.0651288450854
squared_error,,adaptive,0.01,3000,True,0.493948357405609,79.0696535630206
squared_epsilon_insensitive,,invscaling,0.001,2500,False,0.493908354559231,79.0727786874473
squared_error,elasticnet,adaptive,0.0001,3500,True,0.493653166079588,79.0927117562224
squared_error,,invscaling,0.05,4000,False,0.493593325269197,79.0973852644003
epsilon_insensitive,l2,optimal,0.0001,1000,False,0.493585896130681,79.0979654535108
squared_error,elasticnet,invscaling,0.0001,500,True,0.493536158467526,79.10184967725
squared_error,l2,adaptive,0.1,3500,False,0.493511617700253,79.1037660989268
squared_error,l2,adaptive,0.1,5000,False,0.493511009082287,79.1038136261361
squared_error,elasticnet,invscaling,0.005,2000,False,0.49345536698899,79.1081586178121
squared_error,l2,adaptive,0.1,500,False,0.493254445219366,79.1238462535582
squared_error,elasticnet,adaptive,0.1,1000,False,0.493113628642377,79.134839122807
huber,l1,optimal,0.0001,3500,True,0.493055959138573,79.1393406613832
squared_error,l2,adaptive,0.1,2500,True,0.493044629441908,79.1402249993397
epsilon_insensitive,elasticnet,optimal,0.001,500,True,0.492967362532055,79.1462557941635
squared_error,l1,invscaling,0.01,5000,True,0.49293268683348,79.1489621335439
squared_error,elasticnet,adaptive,0.1,500,False,0.492847861724361,79.1555821013641
squared_error,elasticnet,invscaling,0.1,2500,False,0.492842713195693,79.1559838878485
squared_error,l2,adaptive,0.1,2000,False,0.492737024333033,79.1642312997663
squared_error,elasticnet,adaptive,0.0005,1000,True,0.492706883144345,79.1665832046985
squared_epsilon_insensitive,elasticnet,invscaling,0.0005,5000,False,0.492478053505512,79.1844364118478
squared_error,l2,adaptive,0.0005,2000,False,0.492401542745567,79.1904048562973
squared_epsilon_insensitive,elasticnet,invscaling,0.005,2500,False,0.492319774956935,79.196782893351
squared_error,elasticnet,invscaling,0.05,1500,True,0.492235282758118,79.2033728998209
squared_error,elasticnet,adaptive,0.1,4500,True,0.492173887134705,79.2081611347126
squared_error,l1,invscaling,0.1,2000,False,0.492134604205577,79.2112246522539
squared_error,l2,invscaling,0.005,4500,False,0.492126816138063,79.2118319982215
squared_error,elasticnet,invscaling,0.1,5000,False,0.492085993131457,79.2150154702629
squared_error,l2,invscaling,0.05,3500,False,0.491963970695143,79.2245302981405
squared_error,elasticnet,invscaling,0.0005,2500,True,0.491958481967318,79.224958260612
squared_error,,invscaling,0.1,5000,False,0.491931903213075,79.2270306041912
squared_error,l2,invscaling,0.01,4500,False,0.491919703904673,79.2279817652506
squared_error,elasticnet,adaptive,0.1,1500,True,0.491729342515717,79.2428224669595
epsilon_insensitive,,optimal,0.0001,4000,False,0.49160316437813,79.2526578677848
huber,l1,optimal,0.0001,3500,False,0.491493627708641,79.2611951009439
squared_epsilon_insensitive,l2,invscaling,0.0005,4500,False,0.491317441781741,79.2749250151425
squared_error,l2,adaptive,0.1,1000,False,0.491317225382033,79.2749418773963
squared_error,l2,adaptive,0.05,500,True,0.491261529255376,79.2792817003385
squared_error,elasticnet,invscaling,0.05,3500,True,0.491203578836929,79.2837969247485
squared_error,l2,adaptive,0.005,500,False,0.491127965586848,79.2896879674158
squared_error,,invscaling,0.0001,3500,True,0.491110647425884,79.2910371670214
squared_error,l2,adaptive,0.1,1500,False,0.491003767819272,79.299363289286
squared_error,l2,adaptive,0.1,500,True,0.490995801426103,79.2999838512806
squared_error,elasticnet,adaptive,0.1,1500,False,0.490870268392107,79.3097619178459
squared_error,elasticnet,invscaling,0.1,3500,True,0.490843801386281,79.3118233419986
squared_error,l1,adaptive,0.01,3000,True,0.490819307460407,79.3137310419971
squared_error,l1,invscaling,0.1,5000,False,0.490809278183563,79.3145121551273
squared_error,l2,invscaling,0.1,3500,True,0.490603611473548,79.3305284602448
squared_epsilon_insensitive,l1,invscaling,0.005,1500,True,0.490599516353899,79.3308473350546
squared_epsilon_insensitive,elasticnet,invscaling,0.05,2000,False,0.490530544330185,79.3362177892061
squared_error,elasticnet,invscaling,0.005,500,True,0.490487615506204,79.3395602258811
huber,l1,optimal,0.0001,2500,False,0.490379121037943,79.3480069736662
epsilon_insensitive,elasticnet,optimal,0.0001,1500,False,0.490273571090954,79.3562236153551
squared_error,elasticnet,invscaling,0.001,2000,True,0.490195314493622,79.3623150296389
squared_error,,invscaling,0.05,2500,False,0.490159054614866,79.36513730338
squared_error,l2,adaptive,0.1,2000,True,0.489960251537299,79.3806092813584
squared_epsilon_insensitive,l2,invscaling,0.01,4500,False,0.489788281142919,79.3939905562794
squared_error,elasticnet,adaptive,0.1,3500,False,0.489705073314367,79.4004642729632
squared_error,elasticnet,adaptive,0.05,4000,False,0.489692880328144,79.4014128645847
squared_error,,adaptive,0.01,4000,True,0.489687069275413,79.4018649496779
squared_error,l1,adaptive,0.005,5000,False,0.489654141927958,79.4044265647825
huber,,optimal,0.0001,1000,False,0.489614104211643,79.4075412266377
squared_epsilon_insensitive,elasticnet,invscaling,0.1,5000,False,0.489526727287313,79.4143381325129
squared_epsilon_insensitive,elasticnet,invscaling,0.1,1000,False,0.489442193946708,79.4209132871338
squared_epsilon_insensitive,elasticnet,invscaling,0.0001,1500,False,0.489322412598241,79.4302291629033
squared_error,,adaptive,0.001,1000,False,0.489157995934094,79.4430147272576
squared_error,l2,adaptive,0.005,3000,False,0.489139744932286,79.4444338565028
squared_error,elasticnet,adaptive,0.0005,5000,True,0.489056782183334,79.4508844082823
squared_error,l1,invscaling,0.01,3500,False,0.488881199858836,79.464534626365
squared_error,l1,adaptive,0.01,4500,True,0.48881958726977,79.4693239905773
squared_error,l1,invscaling,0.1,1500,True,0.488803769899024,79.4705534841236
squared_error,elasticnet,adaptive,0.0001,4000,False,0.488779551453673,79.47243596129
squared_error,elasticnet,adaptive,0.1,4000,False,0.488749122188343,79.4748011364923
squared_error,elasticnet,invscaling,0.05,1000,False,0.488679851543221,79.4801850727519
squared_error,l1,invscaling,0.01,1000,True,0.488647086611585,79.4827315410667
squared_error,l2,adaptive,0.05,4500,False,0.488557810804273,79.4896695824407
squared_epsilon_insensitive,elasticnet,invscaling,0.1,4500,True,0.488400595522665,79.5018860468023
squared_error,l1,adaptive,0.005,500,True,0.488298516978698,79.5098170880866
epsilon_insensitive,,optimal,0.0005,5000,False,0.488255876620644,79.5131298168508
squared_error,l2,adaptive,0.1,4500,False,0.488255767193875,79.5131383180373
squared_error,elasticnet,adaptive,0.1,4000,True,0.488053516520868,79.5288492885638
squared_epsilon_insensitive,l2,invscaling,0.001,5000,False,0.488046635856802,79.5293837286611
squared_error,l2,adaptive,0.01,1500,True,0.48801376450546,79.5319368873425
epsilon_insensitive,elasticnet,optimal,0.0005,1500,False,0.48786465313855,79.5435175233644
squared_error,l1,invscaling,0.001,2500,True,0.487836289354135,79.5457201871318
squared_epsilon_insensitive,,invscaling,0.0005,2000,True,0.487700456356658,79.5562678080145
squared_error,l1,invscaling,0.0005,3500,False,0.487621148942468,79.5624254923177
squared_error,l1,adaptive,0.001,3000,True,0.487535951208829,79.5690399891519
squared_epsilon_insensitive,l1,invscaling,0.005,3000,False,0.487412338248056,79.578635951625
epsilon_insensitive,l1,optimal,0.001,3000,True,0.487273484031129,79.5894136993025
squared_epsilon_insensitive,l1,invscaling,0.0001,4500,False,0.487110241814898,79.6020825567853
epsilon_insensitive,l1,optimal,0.001,3000,False,0.487082675834042,79.6042216909419
squared_epsilon_insensitive,l1,invscaling,0.1,5000,False,0.487033043151197,79.6080730674966
squared_error,,adaptive,0.005,4500,True,0.487017295867602,79.6092949798103
squared_error,l1,adaptive,0.01,5000,True,0.487011832763746,79.6097188856116
epsilon_insensitive,elasticnet,optimal,0.0005,4000,False,0.486989546205761,79.6114481724253
squared_error,,adaptive,0.005,2000,False,0.486955761719894,79.6140695493832
squared_epsilon_insensitive,l1,invscaling,0.0001,2000,False,0.486923689983832,79.6165579522652
squared_epsilon_insensitive,,invscaling,0.0001,3000,False,0.486797095483659,79.6263794900411
squared_error,l2,adaptive,0.1,3000,False,0.486771650880004,79.6283534038054
squared_epsilon_insensitive,elasticnet,invscaling,0.1,500,False,0.486715817973381,79.6326845767814
squared_error,l2,adaptive,0.1,1500,True,0.48666847095465,79.6363572822693
squared_epsilon_insensitive,elasticnet,invscaling,0.1,3000,False,0.486612855076941,79.6406711863447
squared_error,l2,adaptive,0.05,4000,True,0.486579060872238,79.6432923552636
squared_error,l2,invscaling,0.001,1000,False,0.486521832117818,79.6477309738193
squared_epsilon_insensitive,l2,invscaling,0.05,4500,False,0.486337119539903,79.6620554532194
squared_epsilon_insensitive,,invscaling,0.005,3000,False,0.486307963733471,79.6643162536391
squared_error,l1,invscaling,0.001,2500,False,0.48620858623252,79.6720217048139
squared_error,,adaptive,0.0001,2000,True,0.486172295710908,79.6748353837642
squared_error,l2,adaptive,0.1,3000,True,0.48600336742065,79.6879314347845
squared_error,l1,adaptive,0.005,3000,False,0.485934570037659,79.6932642884981
squared_epsilon_insensitive,elasticnet,invscaling,0.1,1500,True,0.485821966139235,79.7019920499375
squared_error,l1,invscaling,0.001,5000,True,0.485777924052662,79.7054054268598
squared_error,elasticnet,invscaling,0.005,5000,False,0.485452317237331,79.7306362730464
squared_error,elasticnet,invscaling,0.001,3000,True,0.485444874809321,79.731212883723
squared_error,l1,adaptive,0.0005,3000,True,0.485373862895424,79.7367144037906
squared_error,l2,invscaling,0.001,3500,False,0.485352350602993,79.7383809549707
squared_error,elasticnet,adaptive,0.01,4500,True,0.485291259892435,79.7431134450595
squared_epsilon_insensitive,l1,invscaling,0.001,4000,True,0.48519862576865,79.7502889605816
squared_error,l1,adaptive,0.001,2500,True,0.485194155145411,79.7506352424089
squared_error,l2,invscaling,0.001,3500,True,0.485172262478403,79.7523309647445
squared_error,,invscaling,0.01,1000,False,0.485017070842948,79.7643504823208
squared_error,,invscaling,0.0005,1000,True,0.484998736361331,79.7657703594842
huber,l1,optimal,0.0001,1000,True,0.484897073406931,79.7736429845532
squared_error,,invscaling,0.0001,5000,False,0.484766784360709,79.7837312350453
epsilon_insensitive,l1,optimal,0.0005,1000,True,0.484762646019912,79.7840516449072
squared_error,,adaptive,0.05,4500,False,0.484747255077548,79.7852432729606
squared_error,,invscaling,0.1,1500,False,0.48460308380595,79.7964047229158
squared_error,,adaptive,0.001,4000,True,0.484567836249916,79.7991332803361
squared_epsilon_insensitive,l1,invscaling,0.0005,5000,False,0.484566543151546,79.7992333789249
squared_error,l2,adaptive,0.001,2000,True,0.484351812253361,79.8158539305626
squared_error,l1,invscaling,0.005,500,True,0.484286999136922,79.8208699005711
epsilon_insensitive,,optimal,0.001,3000,False,0.484286775858528,79.8208871798269
squared_error,,invscaling,0.001,2500,True,0.48418562687167,79.8287145978977
squared_error,elasticnet,adaptive,0.005,500,False,0.484112635227165,79.8343625822699
squared_error,,invscaling,0.01,1500,True,0.484078335419116,79.8370165121637
squared_error,,invscaling,0.0005,2000,False,0.484078095688442,79.83703506089
epsilon_insensitive,l1,optimal,0.0005,5000,False,0.484027397977067,79.8409576075944
squared_error,l1,invscaling,0.05,3500,False,0.483967227317467,79.8456128383309
epsilon_insensitive,l1,optimal,0.001,500,False,0.483942750031425,79.8475064978352
huber,,optimal,0.0005,2500,True,0.483932510679807,79.8482986411869
squared_error,l2,adaptive,0.01,5000,False,0.483762577840786,79.8614439482855
squared_epsilon_insensitive,l2,invscaling,0.05,4500,True,0.483761751752383,79.8615078458096
squared_epsilon_insensitive,l2,invscaling,0.01,3000,True,0.48353857514395,79.8787685724593
squared_error,elasticnet,adaptive,0.05,1000,True,0.483300847816763,79.897150566291
squared_epsilon_insensitive,l2,invscaling,0.005,500,True,0.483219312537916,79.9034542146019
squared_error,elasticnet,invscaling,0.001,2500,True,0.483219232647181,79.9034603908635
squared_error,,adaptive,0.05,1500,False,0.483191888635577,79.9055742971707
squared_error,,adaptive,0.1,2000,True,0.483175365154885,79.9068516645648
squared_epsilon_insensitive,l2,invscaling,0.0005,4000,False,0.483167465065614,79.9074623831787
squared_epsilon_insensitive,elasticnet,invscaling,0.005,500,False,0.483134627535399,79.9100008476282
squared_error,elasticnet,adaptive,0.005,5000,False,0.483064086900941,79.9154536310267
squared_epsilon_insensitive,elasticnet,invscaling,0.01,4500,True,0.482853315098882,79.9317440522778
squared_error,elasticnet,invscaling,0.0005,500,False,0.482791791753126,79.9364985273799
squared_epsilon_insensitive,l1,invscaling,0.01,1500,False,0.482546996491531,79.9554133095753
squared_error,,invscaling,0.05,2000,True,0.482461070961091,79.9620515221951
squared_error,elasticnet,adaptive,0.1,2500,True,0.482156917245039,79.9855446176105
squared_error,l2,invscaling,0.05,1500,True,0.482114368756821,79.9888305494032
squared_epsilon_insensitive,l1,invscaling,0.1,2000,True,0.482033375575069,79.9950851124007
squared_error,l2,invscaling,0.01,2500,False,0.481984029671473,79.998895527551
squared_error,l1,invscaling,0.0001,2500,False,0.481729675247155,80.0185335087969
squared_error,elasticnet,adaptive,0.1,2000,True,0.481571764557298,80.0307229193019
huber,l1,optimal,0.0001,5000,False,0.481346040095836,80.048143773968
squared_error,l2,adaptive,0.0001,2000,True,0.48130512359897,80.0513012019285
squared_epsilon_insensitive,elasticnet,invscaling,0.05,1000,True,0.481285404695849,80.0528228179332
squared_epsilon_insensitive,elasticnet,invscaling,0.0005,3000,False,0.481198694875913,80.0595134681041
squared_error,l2,invscaling,0.05,5000,True,0.480952020020256,80.0785441854644
squared_epsilon_insensitive,elasticnet,invscaling,0.01,2500,False,0.48090450583733,80.0822093375045
huber,l1,optimal,0.0005,5000,True,0.480891842651208,80.0831861228444
squared_error,,invscaling,0.0005,1500,True,0.480875985241593,80.0844092804559
squared_error,l1,adaptive,0.01,2000,True,0.480858047178062,80.0857929063053
squared_error,,invscaling,0.05,5000,True,0.480646945405053,80.1020741319511
squared_error,elasticnet,invscaling,0.05,2000,False,0.480519985851405,80.111864294971
epsilon_insensitive,,optimal,0.005,4000,False,0.480401287376802,80.1210163438414
epsilon_insensitive,l1,optimal,0.0005,2000,True,0.480000983201297,80.1518734280569
squared_epsilon_insensitive,,invscaling,0.01,3500,False,0.479997663246225,80.1521292941118
squared_epsilon_insensitive,,invscaling,0.001,1000,False,0.479966209692089,80.1545533516955
epsilon_insensitive,l1,optimal,0.0005,3500,False,0.47967801392238,80.1767605659765
squared_error,l1,adaptive,0.05,2000,False,0.479585379483492,80.1838972994672
squared_epsilon_insensitive,,invscaling,0.001,4000,False,0.47956438062909,80.1855150028652
squared_epsilon_insensitive,l1,invscaling,0.05,3500,True,0.479332775089246,80.2033551958543
squared_error,l1,invscaling,0.1,1000,False,0.479128149571769,80.2191138610065
squared_epsilon_insensitive,elasticnet,invscaling,0.001,4500,False,0.479036531682104,80.2261685547501
squared_epsilon_insensitive,l1,invscaling,0.1,4000,False,0.479029935583558,80.2266764387678
squared_error,l1,adaptive,0.1,2500,True,0.478932733007478,80.2341604349107
epsilon_insensitive,,optimal,0.005,4500,True,0.478833920160289,80.2417676964936
squared_error,elasticnet,invscaling,0.01,4500,True,0.478781953239963,80.2457681617644
squared_error,l2,adaptive,0.05,4500,True,0.478770254296424,80.2466687305848
epsilon_insensitive,,optimal,0.005,3500,True,0.4787140574098,80.250994549896
epsilon_insensitive,,optimal,0.005,1500,False,0.478509086623223,80.2667704336231
squared_error,l2,adaptive,0.0001,2500,False,0.478452444111286,80.2711294626455
squared_error,elasticnet,invscaling,0.01,1500,True,0.478451351274653,80.2712135615775
squared_epsilon_insensitive,l1,invscaling,0.0001,5000,True,0.478347188704444,80.2792289581349
squared_error,elasticnet,adaptive,0.0001,4000,True,0.478020401071562,80.3043703465532
squared_epsilon_insensitive,l2,invscaling,0.0005,4000,True,0.477988879983953,80.3067950034603
squared_error,l1,invscaling,0.05,2000,False,0.477851297681734,80.3173772165608
squared_epsilon_insensitive,,invscaling,0.0005,5000,False,0.477753707070423,80.3248826031453
huber,,optimal,0.0001,3000,False,0.477714197369489,80.3279209703973
huber,,optimal,0.0001,5000,True,0.477670177414761,80.3313060489527
epsilon_insensitive,l1,optimal,0.001,2500,False,0.47736364278317,80.3548742184694
squared_epsilon_insensitive,,invscaling,0.1,2500,True,0.477201632755933,80.3673277021054
squared_error,l2,adaptive,0.1,4000,True,0.477167001328802,80.3699895210177
squared_error,,invscaling,0.005,4000,True,0.477163858819575,80.3702310542174
huber,,optimal,0.0001,3500,False,0.477153746041064,80.3710083172558
squared_error,l2,invscaling,0.1,1000,False,0.477118008014249,80.3737550636921
squared_error,l1,invscaling,0.1,5000,True,0.477113578694097,80.3740954849961
squared_error,l1,adaptive,0.0001,2000,True,0.477109487140303,80.3744099455353
squared_epsilon_insensitive,,invscaling,0.0005,4000,False,0.477011754961114,80.3819208861899
squared_error,elasticnet,invscaling,0.005,3500,False,0.47700923358729,80.3821146502266
huber,,optimal,0.0001,2000,False,0.476954234000621,80.386341174995
epsilon_insensitive,elasticnet,optimal,0.0001,1000,False,0.476721062659633,80.4042571048039
squared_error,l2,invscaling,0.005,3000,False,0.476617641884572,80.4122022552467
huber,elasticnet,optimal,0.0001,4000,False,0.476474172456425,80.4232227854522
huber,l2,optimal,0.0001,3000,False,0.476192811483867,80.4448309999308
squared_error,,invscaling,0.005,5000,False,0.476059157363476,80.4550934568014
epsilon_insensitive,l1,optimal,0.005,1500,False,0.475906057039083,80.4668474566808
squared_error,l1,adaptive,0.0001,5000,False,0.475865445126137,80.4699650745648
epsilon_insensitive,elasticnet,optimal,0.0005,3500,False,0.475834088207155,80.4723721400916
squared_epsilon_insensitive,l1,invscaling,0.0001,1500,False,0.47582957335292,80.4727187099845
squared_epsilon_insensitive,l1,invscaling,0.0001,500,True,0.47569570466413,80.4829940794619
squared_error,,invscaling,0.05,2000,False,0.4756619869564,80.4855819453901
squared_error,l2,invscaling,0.0001,3000,False,0.475378632535752,80.5073263779898
epsilon_insensitive,l2,optimal,0.0001,500,False,0.47535234489083,80.5093433769437
squared_error,,invscaling,0.01,5000,False,0.475332707784423,80.510850060271
squared_error,elasticnet,adaptive,0.001,2500,True,0.474820466957831,80.550142468873
squared_epsilon_insensitive,,invscaling,0.0001,1000,False,0.474535536233661,80.5719903293098
squared_error,,invscaling,0.05,3500,True,0.474323925339485,80.5882123537177
squared_error,l2,invscaling,0.0005,4000,False,0.474214646235216,80.5965883769445
squared_error,elasticnet,invscaling,0.001,5000,True,0.474153705378744,80.6012589927935
squared_error,l1,invscaling,0.005,500,False,0.473735916918673,80.633271759893
squared_epsilon_insensitive,l2,invscaling,0.01,3500,False,0.47369758385746,80.6362083690575
squared_error,l1,invscaling,0.001,500,False,0.473668082690234,80.6384683139671
squared_epsilon_insensitive,,invscaling,0.0005,3500,False,0.473645199272936,80.6402212607327
squared_error,l2,invscaling,0.1,3000,False,0.473628704224397,80.6414848133221
squared_error,l2,invscaling,0.005,3000,True,0.473561478354581,80.6466342400875
squared_error,,invscaling,0.001,2500,False,0.473531019694404,80.6489672313072
squared_error,elasticnet,invscaling,0.005,4500,True,0.47336603107427,80.661603416899
squared_error,l1,invscaling,0.1,4500,False,0.473327072084667,80.6645869278744
squared_error,l1,invscaling,0.05,1000,False,0.473205715264652,80.6738798242745
squared_error,,adaptive,0.01,1500,False,0.47319112665767,80.6749968745279
squared_error,elasticnet,invscaling,0.01,500,True,0.473170590217145,80.676569324436
squared_error,elasticnet,adaptive,0.005,4000,True,0.472475436204779,80.7297783439914
squared_error,l2,adaptive,0.1,3500,True,0.472327409863757,80.7411041630326
