loss,penalty,learning_rate,alpha,max_iter,early_stopping,R_sq,RMSE
squared_error,l2,adaptive,0.001,4500,True,0.534848568733463,75.8070501343154
squared_error,l1,adaptive,0.1,500,True,0.534767657018857,75.813643053613
squared_epsilon_insensitive,l2,invscaling,0.0005,3000,True,0.534755509051821,75.814632855417
squared_error,,adaptive,0.0001,4500,False,0.534751404588719,75.8149672792338
squared_error,,adaptive,0.001,4500,True,0.534326775207316,75.8495573034477
squared_error,l1,invscaling,0.01,2000,False,0.534256682339454,75.8552655046817
squared_epsilon_insensitive,l1,invscaling,0.0005,1000,False,0.534197751490118,75.8600643645444
squared_error,elasticnet,adaptive,0.0005,1500,False,0.534194602432991,75.8603207901771
squared_error,l1,adaptive,0.1,5000,True,0.534144218146194,75.8644234313526
squared_epsilon_insensitive,,invscaling,0.0005,500,False,0.533969145327448,75.8786773607332
squared_error,,adaptive,0.05,3000,False,0.533858031594651,75.8877225350012
squared_epsilon_insensitive,elasticnet,invscaling,0.01,3500,False,0.533770559362248,75.8948424229006
squared_epsilon_insensitive,l1,invscaling,0.0001,5000,False,0.53367674090739,75.9024781254757
squared_error,,adaptive,0.1,5000,False,0.533530235683005,75.9144003662236
squared_error,,adaptive,0.05,5000,False,0.533074075074512,75.951509628055
squared_error,elasticnet,adaptive,0.001,4500,False,0.533067403783123,75.9520522118088
squared_error,l2,invscaling,0.0001,1000,True,0.533039153362862,75.95434980782
squared_error,l1,invscaling,0.005,3500,True,0.532967842264572,75.9601492033914
squared_error,elasticnet,adaptive,0.001,3500,False,0.532966603509445,75.9602499415957
squared_epsilon_insensitive,l2,invscaling,0.005,3000,True,0.532946682837902,75.96186991467
squared_epsilon_insensitive,,invscaling,0.0001,5000,False,0.532916489689229,75.9643251921317
squared_error,l2,adaptive,0.005,500,True,0.532893532532509,75.9661919926632
squared_epsilon_insensitive,l2,invscaling,0.05,4000,False,0.532824492651049,75.9718058125028
squared_epsilon_insensitive,l2,invscaling,0.001,4500,False,0.532631544004554,75.9874927905639
squared_error,,adaptive,0.05,3500,False,0.532412805671816,76.0052725882103
squared_epsilon_insensitive,l1,invscaling,0.1,3000,True,0.532387372707224,76.0073395964017
squared_error,elasticnet,invscaling,0.005,2000,True,0.532375954476735,76.0082675696577
squared_error,l2,adaptive,0.0005,1000,True,0.532329766056445,76.0120212422453
squared_error,,invscaling,0.05,500,False,0.532312652761854,76.0134119702816
squared_error,l1,adaptive,0.05,2000,True,0.53229263781501,76.0150384715458
squared_error,l2,adaptive,0.0001,3500,True,0.532214462806431,76.0213909779118
squared_error,elasticnet,adaptive,0.0005,3000,False,0.53220945566696,76.0217978403076
squared_error,l2,adaptive,0.0001,4500,False,0.53215427491003,76.026281488702
squared_error,,adaptive,0.0005,2000,False,0.532012313351172,76.0378151954842
squared_error,,adaptive,0.01,4500,False,0.531852280787922,76.0508149887593
squared_error,l2,adaptive,0.001,3000,True,0.531844983406173,76.0514077179811
squared_epsilon_insensitive,,invscaling,0.001,500,True,0.531706788181391,76.0626317415589
squared_epsilon_insensitive,l2,invscaling,0.01,1500,False,0.531574936572896,76.0733390017255
squared_error,l1,adaptive,0.1,1500,False,0.531566904753612,76.0739911921608
squared_epsilon_insensitive,,invscaling,0.001,1500,False,0.531543314962301,76.0759066705952
squared_error,l2,adaptive,0.0005,4500,False,0.53151405124099,76.078282802088
squared_error,l2,adaptive,0.001,500,False,0.531494562562107,76.0798651865845
squared_error,,invscaling,0.0001,4500,True,0.531399979118468,76.0875444277627
squared_error,l1,adaptive,0.05,3000,False,0.531377439305483,76.0893743235405
squared_error,l1,adaptive,0.05,5000,False,0.531293845108237,76.0961605381486
squared_error,elasticnet,adaptive,0.005,500,True,0.531263223347521,76.0986462750403
squared_error,l1,adaptive,0.0005,3000,False,0.531209225955674,76.1030293427799
squared_error,l1,adaptive,0.0001,2500,False,0.531085934700453,76.1130361749281
squared_error,l1,adaptive,0.05,4000,False,0.531039792355592,76.1167809416448
squared_error,l1,invscaling,0.001,1000,True,0.530965023473421,76.1228485564524
squared_epsilon_insensitive,,invscaling,0.005,4000,True,0.530924016805986,76.1261761079856
squared_error,elasticnet,adaptive,0.01,3500,False,0.530905266481617,76.1276975845504
squared_error,elasticnet,adaptive,0.01,3500,True,0.530883350634228,76.1294758858154
squared_error,,adaptive,0.05,4000,False,0.530739729532283,76.141128597895
squared_error,l1,adaptive,0.05,1500,False,0.530418969714202,76.1671470400813
squared_error,l1,adaptive,0.01,2500,False,0.530385083774755,76.1698951800243
squared_error,l1,adaptive,0.0001,3000,True,0.530377063705406,76.1705455908316
squared_error,,adaptive,0.001,2000,False,0.530242662038447,76.1814444579321
squared_error,l2,invscaling,0.0005,3000,False,0.530229192196014,76.182536665136
squared_error,l1,adaptive,0.0001,4500,False,0.530156358392774,76.1884421500475
squared_epsilon_insensitive,l2,invscaling,0.05,2500,True,0.530065280661403,76.1958262387172
squared_error,,adaptive,0.0001,5000,False,0.529868006970374,76.2118176669795
squared_epsilon_insensitive,,invscaling,0.001,4000,True,0.529790223549005,76.2181220355794
squared_error,,adaptive,0.0005,1000,False,0.529732425120903,76.222806277061
squared_error,,adaptive,0.01,1500,True,0.529585170986219,76.2347391058064
squared_error,l1,adaptive,0.01,4000,True,0.529533390533599,76.2389347225582
squared_error,l2,adaptive,0.01,1500,False,0.529462055992133,76.2447143711075
squared_error,elasticnet,invscaling,0.005,1000,False,0.529411286039479,76.2488275740673
squared_epsilon_insensitive,l2,invscaling,0.01,2000,False,0.529385767229186,76.2508949345142
squared_error,l2,adaptive,0.005,4500,False,0.529359622784938,76.2530129214409
squared_error,l1,adaptive,0.001,4500,True,0.529210844782442,76.2650644527856
squared_epsilon_insensitive,elasticnet,invscaling,0.005,4000,True,0.529187547249614,76.2669514608465
squared_error,l2,adaptive,0.01,1000,False,0.529161719718045,76.2690433342362
squared_error,,adaptive,0.001,4000,False,0.529130884265347,76.2715407437213
squared_error,elasticnet,invscaling,0.0001,2000,False,0.529127936892902,76.2717794515473
squared_error,,adaptive,0.05,500,False,0.529003078443021,76.2818910568857
squared_error,l1,adaptive,0.1,4500,False,0.528825205778632,76.29629368012
squared_error,l1,adaptive,0.05,500,True,0.528798804863838,76.298431171087
squared_error,l1,adaptive,0.05,1000,False,0.528797579224389,76.2985304007868
squared_epsilon_insensitive,,invscaling,0.05,2500,False,0.528688472037718,76.3073633734008
squared_error,l2,invscaling,0.005,1500,True,0.528583568614841,76.3158550585761
squared_epsilon_insensitive,elasticnet,invscaling,0.1,3000,True,0.528495258069027,76.3230028569637
squared_epsilon_insensitive,l2,invscaling,0.0005,2000,False,0.528464415331051,76.3254990904844
squared_error,elasticnet,invscaling,0.0001,500,False,0.528346014084406,76.3350810470904
squared_error,,invscaling,0.005,500,False,0.528334628272692,76.3360024127957
squared_error,,adaptive,0.0001,2000,False,0.528319506952185,76.3372260471522
squared_error,elasticnet,adaptive,0.0001,1500,True,0.528244657943618,76.3432826247669
squared_error,,adaptive,0.0001,4000,False,0.528196534590726,76.3471763814616
squared_epsilon_insensitive,,invscaling,0.001,5000,False,0.528116124372206,76.3536820899131
squared_error,l1,adaptive,0.005,4000,False,0.528033228833256,76.3603882966828
squared_error,l1,adaptive,0.0005,4500,True,0.527913420594764,76.3700796813885
squared_error,l1,adaptive,0.0005,2500,False,0.527894365693891,76.371620934283
squared_error,l1,adaptive,0.1,5000,False,0.527879929102589,76.3727886151681
squared_error,l1,adaptive,0.0005,4500,False,0.527815055560496,76.3780355888019
squared_error,l1,adaptive,0.05,4500,True,0.527745933324012,76.3836258003317
squared_error,,adaptive,0.1,4000,False,0.527708593255491,76.3866454815225
squared_error,elasticnet,adaptive,0.005,1500,False,0.527643942131862,76.3918735180659
squared_error,l2,adaptive,0.0005,5000,True,0.527535332912904,76.4006554366082
squared_epsilon_insensitive,l2,invscaling,0.01,2500,False,0.527338427039781,76.4165742679213
squared_epsilon_insensitive,elasticnet,invscaling,0.0001,500,False,0.527125440453158,76.4337894099542
squared_error,elasticnet,adaptive,0.001,3500,True,0.527057064159355,76.4393152626607
squared_epsilon_insensitive,l1,invscaling,0.0001,4000,False,0.527037388710263,76.4409052665493
squared_error,,adaptive,0.05,1000,True,0.526934851611229,76.4491909150512
squared_error,l2,invscaling,0.0005,4500,False,0.526921925435317,76.4502353683819
squared_error,,adaptive,0.0005,3000,False,0.526889413980489,76.4528622769261
squared_error,l2,adaptive,0.0001,1000,False,0.526824328574523,76.4581208724876
squared_epsilon_insensitive,elasticnet,invscaling,0.1,2500,False,0.526654576619533,76.4718343328763
squared_error,,adaptive,0.0005,5000,True,0.526628926671808,76.4739062573993
squared_error,l1,invscaling,0.005,2000,True,0.526364237406678,76.4952837711358
squared_error,l2,adaptive,0.01,2000,False,0.526348775428067,76.4965323664511
squared_error,elasticnet,adaptive,0.0005,3500,False,0.526277114310761,76.5023189234864
squared_error,,adaptive,0.0001,1500,False,0.526253980203189,76.5041868839781
squared_error,l2,adaptive,0.0005,2000,True,0.526146987803623,76.5128253781174
squared_error,l1,adaptive,0.1,2000,False,0.526137697955659,76.5135753881554
squared_error,,adaptive,0.0005,1500,False,0.525968571809552,76.5272283962519
squared_epsilon_insensitive,,invscaling,0.0001,2500,False,0.525937225210917,76.5297586384616
squared_error,l1,adaptive,0.005,4500,False,0.525880230431611,76.5343589423065
squared_error,elasticnet,invscaling,0.01,4000,True,0.525873328788658,76.5349159860439
squared_error,l1,invscaling,0.1,4500,True,0.525751056501145,76.5447841252558
squared_epsilon_insensitive,,invscaling,0.05,3500,True,0.525750533944191,76.5448262961438
squared_error,l1,adaptive,0.005,2500,False,0.525718312867917,76.5474265255301
squared_error,l2,adaptive,0.0005,5000,False,0.525549311828534,76.5610634029125
squared_error,l2,invscaling,0.005,4000,False,0.525532700482646,76.5624036593457
squared_error,elasticnet,adaptive,0.0001,5000,False,0.525514943110641,76.5638363548807
squared_error,,adaptive,0.0001,3500,True,0.525510770867694,76.5641729747799
squared_error,l2,adaptive,0.0005,4000,True,0.525472642647251,76.5672491215533
squared_error,l1,adaptive,0.001,3000,False,0.525452866088504,76.5688446259012
squared_epsilon_insensitive,l1,invscaling,0.0001,1500,True,0.525389516727026,76.5739552094437
squared_error,,adaptive,0.1,2000,False,0.525057583960249,76.600727650385
squared_error,l2,invscaling,0.005,3500,True,0.525018387583311,76.6038884641472
squared_error,l1,invscaling,0.0005,2000,True,0.525011371042725,76.6044542674262
squared_epsilon_insensitive,l2,invscaling,0.001,2000,True,0.524937913460674,76.610377525475
squared_error,l1,adaptive,0.0001,1500,False,0.524685733428061,76.6307085988704
squared_error,,invscaling,0.05,1000,False,0.524677866651492,76.6313427415955
squared_error,l1,adaptive,0.001,5000,False,0.524664031034165,76.6324580212594
squared_error,l2,invscaling,0.0005,1000,True,0.524539925246881,76.6424613783146
squared_error,,adaptive,0.005,3000,False,0.524519408148871,76.6441150018381
squared_error,l1,adaptive,0.0005,500,True,0.524419962721255,76.6521295332804
squared_error,l2,adaptive,0.005,5000,False,0.524389494012827,76.6545849075567
squared_error,elasticnet,adaptive,0.0001,2000,False,0.524332225725134,76.6591997600755
squared_error,l2,invscaling,0.0005,1500,False,0.524279336515233,76.6634614864628
epsilon_insensitive,l2,optimal,0.0001,1500,False,0.524260403124328,76.6649870506793
squared_error,,adaptive,0.001,4500,False,0.524206668324514,76.6693165845661
squared_error,l1,constant,0.1,3500,False,0.524200481343867,76.6698150678405
squared_error,elasticnet,adaptive,0.05,500,True,0.524088816591111,76.6788113082272
squared_error,l2,adaptive,0.0001,1500,False,0.524070906642059,76.6802541201756
squared_epsilon_insensitive,l2,invscaling,0.01,500,False,0.524027092888562,76.6837836085813
squared_error,l1,adaptive,0.01,2000,False,0.524006168117405,76.6854691803487
epsilon_insensitive,l1,optimal,0.001,5000,False,0.523867188176757,76.6966636154414
squared_error,elasticnet,adaptive,0.0001,3500,False,0.523838108958744,76.6990056562491
squared_error,,invscaling,0.01,4500,False,0.523836900156266,76.6991030116769
squared_error,l2,adaptive,0.01,500,False,0.523819931450916,76.7004696367737
squared_epsilon_insensitive,,invscaling,0.005,3500,True,0.52370807471739,76.7094777418804
squared_error,elasticnet,invscaling,0.05,1500,False,0.523690953405896,76.7108564709649
squared_epsilon_insensitive,elasticnet,invscaling,0.0001,3500,True,0.523369876947543,76.7367072299974
squared_error,l2,adaptive,0.0005,1500,False,0.52335266983975,76.7380923762692
squared_epsilon_insensitive,elasticnet,invscaling,0.0005,2000,True,0.523351120173189,76.7382171208671
squared_error,,adaptive,0.1,1000,False,0.523350631147653,76.7382564862571
squared_error,l1,adaptive,0.0001,1000,True,0.523346252110635,76.7386089873994
squared_error,elasticnet,adaptive,0.005,1000,False,0.523340985331863,76.7390329473097
squared_error,l2,adaptive,0.05,3500,True,0.523307750033222,76.7417082352438
squared_epsilon_insensitive,l1,invscaling,0.005,500,True,0.523289359372839,76.7431885583259
squared_error,l2,adaptive,0.005,3500,False,0.523274347490841,76.744396891561
squared_error,l1,adaptive,0.01,3500,True,0.523196374634406,76.750672760235
squared_error,,adaptive,0.005,3500,False,0.523097386848894,76.7586393364652
squared_epsilon_insensitive,l2,invscaling,0.0001,1500,False,0.523017032257367,76.7651056978879
squared_error,l1,adaptive,0.05,3500,False,0.523014514631139,76.7653082895962
squared_error,,adaptive,0.05,2500,True,0.522962575885167,76.7694876466591
squared_error,elasticnet,adaptive,0.0005,1000,False,0.522876754911042,76.7763929077404
squared_error,l2,adaptive,0.0001,3000,False,0.522811009665558,76.7816824309155
squared_epsilon_insensitive,elasticnet,invscaling,0.001,3000,False,0.522654267418074,76.7942916335557
squared_error,l1,adaptive,0.01,1500,False,0.522608342418203,76.7979856992713
squared_error,l2,adaptive,0.0001,3500,False,0.522571338744465,76.8009620316965
squared_epsilon_insensitive,l2,invscaling,0.1,4000,False,0.522442052233913,76.8113600838826
squared_error,l1,adaptive,0.001,2500,False,0.522396383127244,76.8150327505733
squared_error,l1,adaptive,0.01,3000,False,0.522388248555628,76.8156869067631
squared_error,elasticnet,adaptive,0.0005,500,True,0.522367030139681,76.8173931975829
squared_error,elasticnet,adaptive,0.005,4000,False,0.522352473032524,76.8185637935998
squared_error,,adaptive,0.0005,4500,False,0.522293450027253,76.8233098900199
squared_error,,adaptive,0.0005,5000,False,0.522270511719223,76.8251543022356
squared_error,l2,invscaling,0.001,2500,True,0.52216951290792,76.8332748384307
squared_error,l1,adaptive,0.01,4000,False,0.522116900848598,76.8375046287611
squared_error,,adaptive,0.01,3000,False,0.522032953586275,76.844253156718
squared_error,l2,invscaling,0.001,5000,False,0.522002987222914,76.846662011824
squared_error,,adaptive,0.01,2500,False,0.521855264332857,76.858535657227
squared_error,elasticnet,adaptive,0.01,1500,False,0.521735075926079,76.8681947874418
squared_error,,invscaling,0.0001,4500,False,0.521675036152116,76.8730195236645
squared_error,l1,adaptive,0.05,4500,False,0.521656413144004,76.8745159884533
squared_error,,invscaling,0.001,1500,True,0.521637350230213,76.8760477719989
squared_error,elasticnet,invscaling,0.005,2500,True,0.521586096575041,76.8801660627032
squared_error,,adaptive,0.0005,3000,True,0.521555061252924,76.8826596796389
squared_error,elasticnet,invscaling,0.1,3000,False,0.521334509867226,76.9003781484366
squared_error,l1,adaptive,0.01,3500,False,0.521120954733672,76.9175306688962
squared_error,elasticnet,invscaling,0.01,5000,False,0.521032879080987,76.924603697375
squared_error,,invscaling,0.1,5000,True,0.521015053675952,76.9260351103056
squared_error,l2,adaptive,0.01,3500,False,0.520965598840179,76.9300062854624
squared_error,l1,invscaling,0.001,3500,False,0.520769585766147,76.9457439284654
squared_error,,invscaling,0.01,4000,False,0.520744169925928,76.9477842985532
squared_error,l1,adaptive,0.0005,1500,True,0.520593957789759,76.9598421440516
squared_error,l1,adaptive,0.1,3500,False,0.520588587705131,76.9602731771129
squared_error,l1,adaptive,0.0005,1500,False,0.520183413540721,76.9927877647233
squared_error,l2,adaptive,0.001,5000,False,0.520091357169061,77.0001732292554
squared_error,elasticnet,adaptive,0.001,3000,True,0.520020312310949,77.0058725055851
squared_error,,invscaling,0.01,4500,True,0.519977942089146,77.0092712784708
squared_error,,adaptive,0.0005,4000,True,0.519967602234723,77.0101006782382
squared_error,elasticnet,invscaling,0.05,4500,False,0.519853523092971,77.0192508151285
squared_error,l2,adaptive,0.001,2000,False,0.519820677499451,77.0218851151446
squared_error,,adaptive,0.001,3000,False,0.519750698970295,77.027497270461
squared_epsilon_insensitive,,invscaling,0.01,2000,False,0.519521715291994,77.0458585024886
squared_error,,adaptive,0.0005,500,False,0.51951313731956,77.0465462487632
squared_error,,adaptive,0.01,500,True,0.519494957223447,77.0480038332211
squared_error,l1,invscaling,0.0005,500,False,0.519472605827103,77.0497958127963
squared_error,,adaptive,0.0005,4500,True,0.519386792799399,77.0566753176699
squared_error,,invscaling,0.0001,1000,True,0.519184048525958,77.072926590174
squared_error,elasticnet,adaptive,0.0005,2000,False,0.519178062130941,77.0734063865973
squared_error,elasticnet,invscaling,0.0001,1500,True,0.51906896131978,77.082150054003
squared_epsilon_insensitive,elasticnet,invscaling,0.005,3000,False,0.518968464588471,77.0902032870645
squared_error,,adaptive,0.0001,1500,True,0.518955043233505,77.0912787339839
epsilon_insensitive,,optimal,0.0001,4500,True,0.518828732112041,77.1013992503827
epsilon_insensitive,l1,optimal,0.0005,1000,False,0.518806140744024,77.1032092146894
squared_error,l2,adaptive,0.0005,4500,True,0.518763098098086,77.1066575670111
squared_error,l2,adaptive,0.0005,1000,False,0.518716783719393,77.1103678612614
squared_error,l2,invscaling,0.01,1500,False,0.518702119780332,77.1115425678419
squared_error,l1,adaptive,0.005,4000,True,0.518677049883999,77.1135508388986
squared_epsilon_insensitive,elasticnet,invscaling,0.1,2000,False,0.518616882553059,77.1183704423949
squared_error,l1,adaptive,0.0001,4000,False,0.518596498804114,77.1200031802337
squared_error,l1,adaptive,0.1,3000,False,0.518458127711178,77.1310857880665
squared_error,l1,adaptive,0.005,2500,True,0.518452493942165,77.1315369819035
squared_error,l1,adaptive,0.001,4500,False,0.518358679406707,77.1390499549998
squared_epsilon_insensitive,l2,invscaling,0.0001,4000,False,0.518294114000693,77.1442201376285
squared_error,elasticnet,invscaling,0.05,3000,False,0.518202621021572,77.1515459972568
squared_error,l1,adaptive,0.1,4000,False,0.518187028965225,77.1527943866966
squared_epsilon_insensitive,l2,invscaling,0.1,3500,True,0.518025302855435,77.1657419152572
squared_error,l2,adaptive,0.001,2500,True,0.517858043884734,77.1791301108324
